"SCHOOL_CODE","lat","lon"
6022420,34.109101,-118.1125527
6022453,34.0827128,-118.1014091
6022461,34.097254,-118.085147
6022479,34.1067644,-118.1038095
6022487,34.1176126,-118.0886079
6022495,34.1258741,-118.0892236
6022529,34.1178712,-118.1162489
6022537,34.0248651,-118.8286825
6022545,34.0239599,-118.4653704
6022552,34.0395751,-118.4854653
6022560,34.0191782,-118.4617449
6022578,34.0056018,-118.4806112
6022594,34.0317819,-118.4770178
6022602,34.0128546,-118.8021762
6022610,34.0290632,-118.5017426
6022636,34.0388147,-118.6990723
6022644,34.0122717,-118.4710219
6022651,34.426088,-118.492436
6022669,34.4298286,-118.5326953
6022677,34.4198931,-118.4689635
6022685,34.426088,-118.492436
6022693,34.4469058,-118.5070396
6022701,34.4437085,-118.5353992
6022727,34.434147,-118.4820305
6022768,34.1135413,-118.1666403
6022776,34.1094508,-118.1464508
6022784,34.1039425,-118.1645863
6022800,33.9314497,-118.0483857
6022818,33.9377748,-118.0381175
6022826,33.9434205,-118.0472768
6022834,33.9250407,-118.0436993
6022842,33.9200229,-118.0317927
6022883,34.427515,-118.4617596
6022891,34.4510131,-118.4204887
6022917,34.4198931,-118.4689635
6022933,34.1161974,-118.0794823
6022941,34.0934132,-118.0650755
6022958,34.1122039,-118.0639973
6022974,33.8087001,-118.3179566
6022982,33.8344436,-118.3653209
6022990,33.868809,-118.3174556
6023006,33.8220618,-118.3574002
6023022,33.8777274,-118.331937
6023063,33.8648219,-118.3399853
6023071,33.83461,-118.3315985
6023105,33.8193702,-118.3359216
6023147,33.8797273,-118.3202715
6023220,33.8083424,-118.374141
6023238,33.8211166,-118.3636431
6023261,33.8241833,-118.321769
6023279,33.8553858,-118.3755051
6023287,33.8446793,-118.3656963
6023295,33.7999204,-118.3474708
6023303,33.812513,-118.3208758
6023329,33.8686124,-118.3355609
6023337,34.0418463,-118.0429221
6023352,33.9720165,-117.843964
6023360,34.0495204,-117.8531673
6023378,33.979451,-117.8347068
6023394,34.0167069,-117.8608135
6023402,34.001788,-117.854123
6023428,34.0619836,-117.9197267
6023485,34.0546966,-117.9131374
6023493,34.0553911,-117.9251412
6023501,34.0818502,-117.9398495
6023519,34.060462,-117.953883
6023527,34.0625245,-117.9596479
6023535,34.0579848,-117.9051811
6023543,34.0596667,-117.9407744
6023568,34.7188113,-118.2897048
6023576,34.6150384,-118.2907498
6023584,34.6424755,-118.2181684
6023592,34.6528439,-118.1914328
6023626,33.9780901,-118.0599268
6023634,33.9799989,-118.0711653
6023667,33.9878414,-118.0511756
6023675,33.9846099,-118.0296938
6023683,33.9676705,-118.033292
6023691,34.015022,-118.0425084
6023709,34.0383801,-118.0092925
6023717,33.9966993,-118.0603901
6023733,33.986884,-118.0674
6023741,33.9141754,-118.2324891
6023758,33.9244138,-118.2501041
6023782,33.9211081,-118.2306414
6023808,33.9224746,-118.3715003
6023824,33.9101603,-118.3728242
6023865,37.0475655,-120.4732912
6023881,37.1189929,-120.2715287
6023899,37.122614,-120.2652244
6023915,37.2555825,-119.718677
6023949,37.017536,-120.2028341
6023964,36.9710229,-120.0611745
6023972,36.9519282,-120.157181
6023980,36.9518018,-120.0647251
6023998,36.98415,-120.0549982
6024004,36.9576658,-120.0806053
6024012,36.8742146,-120.1288543
6024020,36.9719353,-120.0401133
6024046,36.9529075,-120.0457969
6024079,37.2269029,-119.5018744
6024087,37.329401,-119.646114
6024095,37.1748973,-119.9046594
6024103,37.1207142,-119.6998946
6024111,37.3749222,-119.7273253
6024137,37.9174581,-122.6935839
6024160,38.0294058,-122.5743811
6024194,38.0375787,-122.5444776
6024244,38.0062667,-122.5515334
6024277,37.996867,-122.593591
6024319,37.9525351,-122.5390419
6024327,38.199459,-122.715551
6024335,38.0038495,-122.6842498
6024343,38.0164,-122.6719081
6024376,37.9289286,-122.5231613
6024418,37.9077121,-122.5241015
6024442,37.9060047,-122.5530504
6024459,37.9034462,-122.5371741
6024467,37.8965185,-122.5046585
6024475,37.8743164,-122.5276392
6024483,38.0617095,-122.6991484
6024491,38.0543156,-122.5295788
6024509,38.0647802,-122.5464361
6024517,38.1052533,-122.5857687
6024525,38.0866497,-122.5618435
6024558,38.1097318,-122.5575354
6024574,38.1080658,-122.6143205
6024582,38.0946618,-122.5714923
6024590,38.1195464,-122.6052516
6024657,37.8812821,-122.4647266
6024673,37.9615379,-122.5581705
6024681,37.9903919,-122.5752967
6024731,37.9712208,-122.5672645
6024756,37.9659181,-122.4982085
6024764,37.9780298,-122.520021
6024772,38.0008925,-122.5243242
6024780,37.9835606,-122.4787931
6024814,37.964125,-122.5262565
6024830,37.97437,-122.4895289
6024863,37.9852222,-122.5508557
6024889,37.8725675,-122.5138054
6024921,38.2454429,-122.9018739
6024947,38.0984719,-122.8558444
6025001,37.7455701,-119.5936038
6025035,37.4864286,-119.9632535
6025050,37.450442,-119.849579
6025068,37.7487658,-119.5908352
6025084,39.029268,-123.3881756
6025092,38.9119332,-123.6927844
6025118,39.8649622,-123.7166549
6025126,39.4377033,-123.7951792
6025134,38.96801,-123.6878001
6025142,39.2654019,-123.5964698
6025167,39.3123262,-123.7851343
6025175,39.794199,-123.2581337
6025183,39.233857,-123.2058377
6025191,39.161824,-123.2156069
6025217,39.1331148,-123.2127974
6025225,39.1485287,-123.1933481
6025241,39.3212835,-123.1047663
6025274,39.1416795,-123.2113674
6025290,39.4122096,-123.3610099
6025308,39.6857965,-123.483263
6025316,37.3531182,-120.6197859
6025324,37.3602702,-120.5851814
6025332,37.3609244,-120.6062151
6025340,37.3524862,-120.6101954
6025365,37.3464096,-120.5984592
6025373,37.3547996,-120.5977972
6025399,37.4214573,-120.6667238
6025407,37.4357744,-120.772551
6025415,37.4279208,-120.7791393
6025431,36.984674,-120.6301844
6025456,37.1237755,-120.5048792
6025464,37.3995171,-120.8512791
6025472,37.3280733,-120.8567444
6025498,37.2283552,-120.2514453
6025506,37.3806469,-120.7178875
6025522,37.3839535,-120.7278646
6025530,36.9838679,-120.8277655
6025548,37.0591896,-120.859548
6025555,37.0578238,-120.846666
6025563,37.0663419,-120.8391327
6025571,37.0991999,-120.9314997
6025589,37.3012104,-120.5686057
6025597,37.3056087,-120.4538713
6025605,37.2973558,-120.463026
6025613,37.3209297,-120.450533
6025621,37.3276898,-120.5406802
6025654,37.3096421,-120.4908607
6025662,37.3088943,-120.475963
6025670,37.3157281,-120.4634568
6025688,37.2938827,-120.5014377
6025712,37.3920598,-121.0768219
6025720,37.2461316,-120.9988783
6025746,37.0961255,-121.0198476
6025753,37.3088409,-121.0269251
6025779,37.1628766,-120.3666099
6025787,37.3446258,-120.2743484
6025795,37.5223293,-120.4344086
6025803,37.4391031,-120.5643903
6025829,37.3821301,-120.6189664
6025837,37.3897987,-120.6163546
6025845,41.4902602,-120.5558538
6025886,41.940813,-120.2989116
6025894,41.9549738,-121.4782233
6025902,41.5333505,-120.175581
6025910,38.5683233,-119.5089232
6025928,37.81674,-118.477266
6025936,38.254337,-119.228631
6025951,37.9555924,-119.1205726
6025969,37.6415362,-118.9586661
6025977,36.6815557,-121.6042506
6025985,36.673272,-121.6009085
6025993,36.6705617,-121.6223645
6026009,36.6849202,-121.6188345
6026017,35.862977,-120.805623
6026025,36.2751829,-121.8137725
6026041,36.5423399,-121.924467
6026074,36.483193,-121.7345518
6026082,36.5722393,-121.516079
6026108,36.6965375,-121.7010381
6026116,36.326718,-121.2477479
6026132,36.2143151,-121.1314066
6026140,36.772951,-121.6049894
6026157,36.3903099,-121.3649677
6026181,36.5984461,-121.8391156
6026199,36.5791304,-121.8516405
6026207,36.6366277,-121.8065254
6026223,36.6049919,-121.8288158
6026249,36.6923942,-121.7932647
6026256,36.6747695,-121.7853728
6026280,36.579984,-121.877268
6026314,36.6772489,-121.7903514
6026355,36.6172468,-121.8258635
6026397,36.764005,-121.752944
6026405,36.8256446,-121.6665673
6026413,36.7966047,-121.7192007
6026447,36.7780048,-121.6655856
6026470,36.6105874,-121.9278003
6026496,36.617609,-121.9168022
6026520,36.7003372,-121.642363
6026538,36.6999371,-121.6585652
6026546,36.666525,-121.6508139
6026553,36.7085652,-121.6230398
6026561,36.6705617,-121.6223645
6026579,36.6661253,-121.6683748
6026587,36.6564539,-121.65019
6026595,36.7041852,-121.6374993
6026603,36.6755207,-121.6609726
6026611,36.6720406,-121.635305
6026629,35.9433192,-121.0832634
6026637,36.0193864,-120.9048526
6026645,36.1295581,-121.0169809
6026652,36.7323075,-121.6346531
6026660,36.724334,-121.651954
6026686,36.4272226,-121.3170338
6026694,36.6256872,-121.6447614
6026744,38.5792298,-122.5835799
6026751,38.5828572,-122.4500868
6026769,38.3027594,-122.2730388
6026777,38.3265824,-122.3061454
6026785,38.304639,-122.3395584
6026827,38.172075,-122.2647304
6026850,38.3155619,-122.2919709
6026868,38.2956095,-122.2460239
6026876,38.1854376,-122.2586535
6026892,38.325848,-122.3214
6026900,38.2830123,-122.2631607
6026918,38.3165565,-122.3162665
6026934,38.2905544,-122.2905534
6026942,38.2780477,-122.3052751
6026967,38.3349142,-122.2575657
6026975,38.3087387,-122.3161036
6026983,38.2967825,-122.3055686
6027007,38.4042662,-122.361781
6027015,38.6608429,-122.424074
6027080,39.1444582,-120.9775797
6027098,39.1425944,-121.1445128
6027189,39.1950845,-121.1811964
6027197,39.2069419,-121.0220422
6027205,37.9246602,-122.3811865
6027221,33.8375959,-117.8984642
6027239,33.840093,-117.9361874
6027247,33.8016638,-117.9332069
6027254,33.8299775,-117.8811767
6027262,33.8276456,-117.9185293
6027270,33.8263127,-117.92966
6027288,33.8230086,-117.9514895
6027312,33.84658,-117.925358
6027320,33.8231637,-117.8810479
6027338,33.809547,-117.948897
6027346,33.848963,-117.9549276
6027353,33.829521,-117.9373944
6027361,33.842661,-117.967025
6027379,33.8157002,-117.9381038
6027387,33.8512849,-117.9328975
6027395,33.8137217,-117.9079473
6027403,33.8455646,-117.8788705
6027411,33.8266903,-117.8926001
6027429,33.8504104,-117.8975762
6027437,33.8273483,-117.9061572
6027445,33.9127321,-117.9107261
6027452,33.9164083,-117.8972451
6027460,33.9351449,-117.8969337
6027478,33.9190865,-117.85428
6027486,33.8546404,-118.020484
6027494,33.8674554,-118.0070351
6027510,33.8847746,-117.9839771
6027536,33.8592459,-118.0145004
6027569,33.8625247,-117.9864423
6027577,33.8578665,-117.9941965
6027585,33.4012898,-117.5993142
6027601,33.4286785,-117.6241937
6027627,33.4607603,-117.6673084
6027635,33.4684104,-117.7075913
6027643,33.5031201,-117.6616425
6027668,33.8432081,-118.0197961
6027676,33.8334843,-118.0041301
6027684,33.8284572,-118.0080032
6027692,33.849088,-118.034023
6027700,33.849448,-117.990524
6027734,33.8494279,-118.0193834
6027742,33.8378818,-118.0251958
6027767,33.8269818,-118.0550758
6027791,33.8357742,-118.0450217
6027833,33.8126777,-118.03143
6027841,33.8181307,-118.0336571
6027858,33.8213285,-118.0556215
6027874,33.846831,-118.0513128
6027924,33.7109534,-117.9752609
6027973,33.6918706,-117.9487146
6027999,33.6766702,-117.9747919
6028005,33.8819959,-117.8979656
6028013,33.9012014,-117.9149319
6028021,33.8695775,-117.8923561
6028039,33.8786717,-117.9514437
6028054,33.8790617,-117.9393857
6028062,33.9096801,-117.9252663
6028088,33.8963762,-117.9321772
6028112,33.8573019,-117.9583113
6028120,33.8675153,-117.9533554
6028138,33.8754247,-117.9076409
6028146,33.8641252,-117.9321453
6028153,33.9025098,-117.9016027
6028161,33.8921397,-117.958262
6028179,33.8674585,-117.9726492
6028195,33.8571863,-117.9322721
6028211,33.7626994,-117.9582163
6028229,33.7856777,-117.9379201
6028252,33.784263,-117.960655
6028260,33.7959563,-117.9876609
6028278,33.782503,-117.9213165
6028294,33.7645539,-117.9127732
6028310,33.7710682,-117.9080324
6028328,33.7855028,-117.9101295
6028336,33.7393849,-117.9159611
6028344,33.780172,-117.987347
6028369,33.727884,-117.962139
6028377,33.784174,-117.946682
6028385,33.7647487,-117.9472336
6028393,33.7925993,-117.9527937
6028401,33.7771776,-118.0182885
6028419,33.7859965,-117.9241043
6028427,33.790836,-118.012929
6028435,33.7960935,-117.9667176
6028443,33.740718,-117.931575
6028484,33.7275672,-117.9297058
6028500,33.783774,-118.019058
6028518,33.7331377,-117.9641161
6028526,33.7472786,-117.9624152
6028542,33.7407946,-117.9627464
6028575,33.7948156,-117.94502
6028583,33.7873881,-117.9770819
6028609,33.780303,-118.021082
6028633,33.7915322,-117.9365235
6028641,33.754957,-117.96047
6028658,33.7675352,-117.942559
6028666,33.7568237,-117.9456216
6028674,33.7338461,-117.927342
6028682,33.7717313,-117.9285955
6028690,33.793342,-117.91824
6028708,33.7493036,-117.9472336
6028716,33.751522,-117.9255995
6028724,33.7707987,-117.8964469
6028732,33.7517892,-117.9320349
6028765,33.7771049,-117.976491
6028781,33.7677731,-117.9560201
6028799,33.740081,-117.9510313
6028807,33.7333925,-117.9448598
6028815,33.7874966,-117.996059
6028823,33.7630466,-117.9307802
6028831,33.6716006,-118.0048278
6028864,33.6445748,-117.9653287
6028872,33.6623514,-117.9844515
6028880,33.6839972,-117.9832843
6028906,33.5642784,-117.8241889
6028922,33.5469584,-117.7519868
6028930,33.9433629,-117.9356397
6028948,33.941839,-117.948909
6028963,33.9433552,-117.9225921
6028971,33.921426,-117.9479201
6028989,33.9145162,-117.9552876
6028997,33.9386196,-117.9269597
6029029,33.938061,-117.9516476
6029045,33.7804494,-118.0868839
6029052,33.7899781,-118.0854283
6029060,33.8053185,-118.0621518
6029078,33.7949582,-118.0825299
6029086,33.7936379,-118.0770286
6029110,33.8291995,-117.9863951
6029128,33.8214632,-117.9897027
6029136,33.806204,-117.9736395
6029144,33.8123072,-117.9680322
6029151,33.8339459,-117.9640734
6029169,33.8254323,-117.9775487
6029177,33.8397209,-117.9778582
6029185,33.8114394,-117.9849833
6029193,33.806112,-117.920859
6029219,33.6098644,-117.8610882
6029227,33.6748149,-117.9323456
6029268,33.6888923,-117.9255867
6029300,33.6613666,-117.9107683
6029326,33.6503285,-117.9262961
6029334,33.6030547,-117.8694964
6029375,33.6853938,-117.9147952
6029391,33.6317245,-117.9044407
6029409,33.6697265,-117.9018773
6029433,33.6064557,-117.9186038
6029441,33.6278077,-117.9197792
6029458,33.6828074,-117.9023727
6029466,33.6495869,-117.928577
6029482,33.6762865,-117.8959967
6029490,33.6515731,-117.9413759
6029516,33.64063,-117.939494
6029524,33.655113,-117.933279
6029540,33.7331617,-118.0188077
6029557,33.7266698,-118.0135768
6029581,33.7212527,-118.0523498
6029607,33.7063585,-118.0200065
6029615,33.7089741,-117.9821012
6029656,33.7120807,-117.9943627
6029706,33.735185,-117.981961
6029722,33.7276948,-118.0352211
6029730,33.7231806,-117.9845151
6029748,33.8055308,-117.841449
6029755,33.7940533,-117.8432314
6029763,33.8508266,-117.8081488
6029771,33.7934927,-117.8083235
6029789,33.7737945,-117.8499993
6029797,33.8305462,-117.8576748
6029805,33.8017447,-117.8277084
6029821,33.7794095,-117.8075906
6029854,33.7822931,-117.9010534
6029862,33.7797514,-117.8239305
6029870,33.8398411,-117.8446509
6029888,33.7844472,-117.8393474
6029896,33.780369,-117.7917576
6029912,33.7928183,-117.8163496
6029938,33.8215073,-117.8227198
6029953,33.7926469,-117.8672689
6029961,33.8182982,-117.8426556
6029979,33.8086752,-117.8137274
6029987,33.7853134,-117.8658037
6029995,33.8955131,-117.8601708
6030001,33.8916275,-117.8517736
6030027,33.869374,-117.788253
6030035,33.9030455,-117.8515443
6030050,33.8849817,-117.8585203
6030076,33.8439634,-117.8710518
6030084,33.8797533,-117.8740218
6030092,33.894941,-117.873129
6030100,33.8846421,-117.8318519
6030159,33.5955258,-117.6662429
6030175,33.6234775,-117.7052774
6030183,33.6150938,-117.6966781
6030191,33.6621728,-117.8199956
6030209,33.7178717,-117.8969675
6030217,33.7325132,-117.9086819
6030225,33.7247236,-117.8966479
6030233,33.72789,-117.899717
6030241,33.7206005,-117.8647738
6030266,33.7528195,-117.8959048
6030274,33.7659001,-117.8632858
6030282,33.7118164,-117.889869
6030308,33.7404839,-117.9021936
6030316,33.7386389,-117.8770667
6030324,33.7294758,-117.8577688
6030332,33.7313321,-117.8786733
6030357,33.7142452,-117.8633088
6030365,33.7376677,-117.8967277
6030399,33.741393,-117.858849
6030407,33.7653611,-117.8835707
6030431,33.717643,-117.8762308
6030449,33.756819,-117.88228
6030456,33.8105934,-118.0167751
6030464,33.8153928,-118.0099935
6030472,33.823533,-118.018425
6030506,33.8215985,-118.0010916
6030514,33.7444961,-118.0942076
6030530,33.6588324,-117.589832
6030548,33.7665965,-117.7856659
6030555,33.7312678,-117.8197174
6030605,33.7558803,-117.8110501
6030613,33.7495302,-117.8262201
6030639,33.7621603,-117.8190791
6030662,33.7568385,-117.792655
6030670,33.735314,-117.809387
6030688,33.7513269,-117.8041466
6030696,33.7439708,-117.7934829
6030704,33.7239925,-117.812968
6030720,33.7417094,-118.0189619
6030738,33.7393884,-117.9857522
6030753,33.76555,-118.0170971
6030761,33.7653206,-118.0350193
6030787,33.770632,-118.008815
6030795,33.7615194,-117.9739711
6030811,33.767569,-117.982291
6030829,33.7477785,-117.9759244
6030837,33.7568383,-117.9978127
6030852,33.7527789,-118.00406
6030860,33.7660662,-118.0042903
6030886,33.7680316,-118.027025
6030936,33.8967193,-117.814685
6030951,33.894013,-117.840475
6031009,38.935346,-121.056089
6031017,39.2075346,-120.8079416
6031058,38.9433134,-121.0997333
6031066,39.1046229,-120.962472
6031108,38.7502513,-121.2157732
6031116,39.0106241,-120.8439738
6031124,38.7885347,-121.1726921
6031132,38.8241987,-121.1902271
6031140,38.8085321,-121.1427257
6031157,38.8713164,-121.1366554
6031165,38.8965186,-121.1260366
6031173,38.8544033,-121.1767658
6031207,38.7933482,-121.2542085
6031215,38.791279,-121.2279161
6031223,38.7362798,-121.2805173
6031231,38.7221055,-121.2533666
6031256,38.7525795,-121.3037611
6031280,38.7562022,-121.2906182
6031298,39.3161175,-120.4557162
6031306,39.2403834,-120.0280535
6031314,39.129633,-120.165335
6031322,39.3250097,-120.2201685
6031363,38.979553,-121.3761032
6031413,40.3057926,-121.2303977
6031421,40.1403792,-120.9458404
6031470,39.935868,-120.905422
6031496,33.8929698,-117.4776656
6031512,33.9415549,-117.4684114
6031520,33.9136749,-117.4785601
6031538,33.9346838,-117.4615924
6031546,33.9333951,-117.4788943
6031553,33.9199292,-117.472633
6031579,33.9506928,-117.4679077
6031587,33.9324772,-117.494012
6031603,33.9098504,-116.7801214
6031611,33.9278342,-116.8772361
6031629,33.9285786,-116.8977056
6031637,33.934046,-116.8650921
6031660,33.9319928,-116.9724402
6031694,33.6743468,-116.158724
6031702,33.6771223,-116.1768191
6031710,33.6687075,-116.1879878
6031728,33.6670325,-116.1784351
6031736,33.858957,-117.6041128
6031751,33.8726049,-117.6021223
6031785,33.8632919,-117.5622992
6031793,33.9045829,-117.5750517
6031801,33.9402025,-117.5655831
6031819,33.8766248,-117.5205067
6031827,33.8720776,-117.5763523
6031835,33.8698798,-117.5563676
6031843,33.9066598,-117.5492177
6031850,33.8920577,-117.5598311
6031868,33.9488451,-117.5335327
6031876,33.9335989,-117.546139
6031884,33.85954,-117.5766254
6031900,33.8503313,-115.4737719
6031926,33.7343859,-116.3726421
6031934,33.7338091,-116.2184375
6031959,33.7165692,-116.373399
6031967,33.7254479,-116.2332549
6031975,33.720898,-116.2418125
6031983,33.7023858,-116.1998615
6032007,33.7084859,-116.2131113
6032031,33.6729055,-117.3320809
6032056,33.6834734,-117.3758345
6032064,33.6029422,-117.2724171
6032080,33.4796482,-116.9096159
6032114,33.7385077,-116.7206945
6032122,33.7429129,-116.9286366
6032130,33.7363801,-116.9448629
6032148,33.7373741,-116.9741124
6032155,33.7030286,-117.0864229
6032163,34.008709,-117.4620165
6032171,33.9985036,-117.4031398
6032189,34.0160888,-117.5014706
6032197,33.9929184,-117.4255044
6032205,33.9816401,-117.4804812
6032213,34.0044519,-117.4296501
6032221,34.0017253,-117.5218645
6032239,33.996302,-117.4912386
6032247,33.9984987,-117.4152315
6032254,33.5753225,-116.0756523
6032288,33.9022357,-117.2236287
6032304,33.9318269,-117.2827116
6032312,33.955233,-117.2391307
6032320,33.9252337,-117.1974634
6032338,33.9286835,-117.2423454
6032346,33.5569613,-117.2125262
6032353,33.8202739,-117.1310255
6032361,33.5099104,-116.1277498
6032379,33.308033,-115.9578054
6032387,33.8242764,-116.4895633
6032395,33.8081632,-116.5384687
6032403,33.7906048,-116.4531327
6032411,33.8132317,-116.5014838
6032429,33.9822079,-116.5145802
6032437,33.8374563,-116.5380166
6032445,33.7407571,-116.4213467
6032452,33.855012,-116.5402494
6032460,33.5985448,-114.5936798
6032478,33.6192144,-114.5960337
6032494,33.6129521,-114.5889241
6032502,33.7712762,-117.2745924
6032510,33.785223,-117.227111
6032528,33.9443735,-117.4353125
6032536,33.9540769,-117.3635204
6032544,33.9899543,-117.3786776
6032569,33.9375505,-117.3437037
6032577,33.9657166,-117.3521735
6032585,33.9980931,-117.3632673
6032601,33.9039787,-117.4434781
6032619,33.911368,-117.424359
6032627,34.0151099,-117.3258723
6032635,33.9851633,-117.3269054
6032650,33.93687,-117.4488105
6032668,33.9451551,-117.4230421
6032684,33.921029,-117.4505438
6032692,33.9780712,-117.3588932
6032700,33.9387729,-117.4066535
6032718,33.9624573,-117.3921336
6032726,33.934405,-117.4305236
6032734,33.9598026,-117.4177728
6032742,33.9559103,-117.3874221
6032767,33.9274773,-117.4491664
6032775,33.9452117,-117.3753268
6032783,33.9351805,-117.3830383
6032791,33.744832,-117.1705057
6032809,33.777551,-116.9535418
6032817,33.7875702,-116.96368
6032833,33.6399524,-116.1432238
6032841,33.6414943,-116.2300758
6032866,33.8591429,-117.2952084
6032874,33.8368701,-117.2467456
6032890,38.2953861,-121.2422931
6032908,38.7147459,-121.3815991
6032924,38.7071146,-121.3873684
6032932,38.6336715,-121.465614
6032940,38.6265995,-121.4617757
6032957,38.6335623,-121.4772619
6032965,38.6351995,-121.4647006
6032981,38.4662188,-121.4077
6032999,38.4062717,-121.3740553
6033005,38.481236,-121.4452181
6033013,38.4927493,-121.1569441
6033021,38.4923625,-121.4178944
6033039,38.4037431,-121.2506601
6033047,38.418181,-121.3630579
6033054,38.4922095,-121.4049867
6033062,38.3767484,-121.4573872
6033088,38.4202055,-121.3773645
6033096,38.4301012,-121.3130565
6033104,38.4990396,-121.4180871
6033112,38.5264215,-121.3619807
6033138,38.7175232,-121.5255815
6033146,38.6790756,-121.1511817
6033153,38.5970569,-121.3098804
6033179,38.589411,-121.315861
6033187,38.579525,-121.299028
6033203,38.544107,-121.27779
6033211,38.6059191,-121.3009005
6033229,38.5999393,-121.2959652
6033252,38.6779825,-121.1635219
6033278,38.5867382,-121.2997737
6033286,38.6125926,-121.2843029
6033310,38.2521868,-121.3105451
6033336,38.6150832,-121.4763094
6033351,38.6095426,-121.4264666
6033385,38.6224798,-121.4334967
6033419,38.6242222,-121.4810982
6033427,38.6333546,-121.4246584
6033435,38.6193687,-121.4561074
6033443,38.6137665,-121.4368456
6033450,38.6030259,-121.4511383
6033476,38.6896489,-121.3653445
6033484,38.6790922,-121.4374042
6033492,38.6833044,-121.3434893
6033500,38.6765597,-121.3819958
6033518,38.6849596,-121.3577899
6033526,38.6789242,-121.3663233
6033542,38.662187,-121.3701297
6033559,38.6538292,-121.3778973
6033575,38.6975961,-121.440349
6033583,38.6733541,-121.3429181
6033609,38.6995054,-121.3788201
6033617,38.692762,-121.3719106
6033633,38.6864581,-121.4666405
6033641,38.3304677,-121.5649548
6033666,38.1616265,-121.6086603
6033708,38.240414,-121.5127634
6033716,38.1653901,-121.6947395
6033724,38.6468161,-121.4207858
6033732,38.6542921,-121.4324601
6033740,38.6627319,-121.4469829
6033757,38.6470974,-121.452001
6033765,38.5663065,-121.3235257
6033799,38.5021002,-121.4597587
6033807,38.5441564,-121.477168
6033815,38.5761244,-121.430305
6033823,38.5078361,-121.4195017
6033831,38.5026695,-121.5229942
6033880,38.568735,-121.4601789
6033906,38.5261545,-121.4172693
6033914,38.4866638,-121.4739059
6033930,38.5160042,-121.4104877
6033948,38.5218178,-121.4525133
6033955,38.5334842,-121.4765819
6033997,38.5025294,-121.4883286
6034003,38.5300679,-121.4895386
6034011,38.553394,-121.385969
6034029,38.5613824,-121.3692258
6034037,38.5626676,-121.5128833
6034045,38.4925225,-121.4972305
6034052,38.5254697,-121.5179461
6034060,38.4846614,-121.5000044
6034078,38.5126543,-121.5093476
6034136,38.5301682,-121.4393111
6034169,38.5078793,-121.4435859
6034177,38.56707,-121.360776
6034185,38.5339517,-121.4636502
6034193,38.5133876,-121.4590246
6034201,38.4897396,-121.4476195
6034219,38.5209955,-121.4358418
6034227,38.557107,-121.43266
6034235,38.5001362,-121.5116589
6034243,38.5529173,-121.5045892
6034250,37.9435949,-122.0685428
6034276,38.5288991,-121.5013438
6034284,38.5458208,-121.4354406
6034292,38.5770979,-121.4511304
6034326,38.5668442,-121.4966844
6034334,38.50414,-121.4794804
6034367,38.6866291,-121.3146584
6034383,38.6440408,-121.3331784
6034391,38.6344263,-121.3232181
6034433,38.7025273,-121.2958139
6034441,38.6051592,-121.3925985
6034458,38.6262988,-121.3725718
6034466,38.6677525,-121.3172985
6034482,38.5891617,-121.3385157
6034490,38.6136796,-121.3699423
6034508,38.621851,-121.3252467
6034516,38.6535506,-121.3009517
6034524,38.6221793,-121.4117254
6034540,38.5870837,-121.3946081
6034573,38.7106943,-121.3009534
6034581,38.6966064,-121.2162286
6034599,38.5894324,-121.409082
6034623,38.6086297,-121.4149007
6034631,38.6514298,-121.3183912
6034656,38.6701727,-121.2769109
6034672,38.6498878,-121.2451522
6034680,38.7176174,-121.3061743
6034706,38.5909103,-121.3676313
6034714,38.7104553,-121.2802441
6034730,38.6187455,-121.3558755
6034755,38.6604083,-121.2581089
6034771,38.6979361,-121.2308884
6034797,38.6688105,-121.2340235
6034813,38.6377009,-121.3629634
6034839,38.6600294,-121.3174671
6034847,38.6702059,-121.2204658
6034896,38.6442461,-121.3004983
6034904,38.5695039,-121.3945715
6034912,38.668131,-121.285659
6034920,38.600309,-121.352973
6034938,38.6004249,-121.3526471
6034953,38.6664695,-121.2031096
6034961,38.6281081,-121.3649491
6035000,36.3769081,-120.9974102
6035018,36.7300671,-121.3613182
6035026,36.8296538,-121.3925311
6035034,36.8471496,-121.4121276
6035042,36.8404194,-121.3837877
6035117,36.8455108,-121.5379974
6035133,36.8007634,-121.3651076
6035141,36.801009,-121.3359039
6035174,34.5757465,-117.4089753
6035216,34.1255556,-117.5977778
6035232,34.1249849,-117.6154356
6035240,34.4442569,-117.1872507
6035257,34.512177,-117.180006
6035265,34.4998119,-117.1974834
6035273,35.2746628,-116.0748944
6035299,34.8905496,-117.0117942
6035307,34.8754921,-117.0160049
6035331,35.265887,-116.6971996
6035349,34.8911287,-117.0396593
6035372,34.8757693,-117.1084587
6035380,34.8798254,-116.994612
6035406,34.8661947,-116.662
6035414,34.9218801,-117.0178273
6035455,34.9054315,-116.8250265
6035471,34.0878916,-116.9188285
6035489,34.1095226,-117.5930717
6035505,34.1144338,-117.6197362
6035513,34.0345966,-117.6926968
6035554,33.9804403,-117.7224862
6035570,34.0265715,-117.7144779
6035588,34.0267287,-117.6838646
6035604,34.049528,-117.39315
6035612,34.0806844,-117.4000954
6035620,34.0350898,-117.3217475
6035638,34.0773093,-117.3302555
6035646,34.0773007,-117.3169998
6035653,34.0779457,-117.4107829
6035661,34.088423,-117.3309816
6035679,34.0819758,-117.340013
6035687,34.0724148,-117.3872497
6035711,34.0421711,-117.3091309
6035729,34.0532428,-117.4011541
6035745,34.0579893,-117.3257124
