"SCHOOL_CODE","lat","lon"
115428,36.8557232,-121.3847486
115469,38.1087924,-122.214072
115568,40.620169,-122.4013152
115576,37.7611287,-122.1920065
115584,37.7794934,-122.2132294
115592,37.7802731,-122.2121232
115600,37.7597876,-122.175098
115618,37.7645812,-122.1943675
115725,33.8947254,-118.2162573
115808,34.0855866,-117.2738346
115824,34.1882976,-118.4140663
116129,34.161457,-118.7556093
116160,34.1167282,-117.2580951
116236,33.9321395,-116.8704514
116343,33.6820282,-117.3357927
116434,34.862198,-120.440088
116467,33.1557725,-117.2114001
116475,33.0184042,-117.1406894
116483,34.0999022,-117.3904182
116517,36.3483251,-119.3286646
116582,33.7518695,-117.8810641
116608,38.0448166,-121.3248916
116616,34.3929356,-118.4557829
116624,38.7774113,-121.365264
116657,36.5996454,-119.4242566
116699,36.3450173,-119.6879461
116715,35.2891522,-119.0343916
116749,33.6716365,-117.1460131
116756,33.6980664,-117.2451062
116764,32.9937721,-117.1623337
116806,38.6665091,-121.5322773
116863,38.0294483,-121.8852559
116921,34.7475665,-120.5072427
116947,33.9375103,-116.9623023
116970,36.9376958,-120.0433583
116996,38.6005819,-121.5304291
117028,34.0011481,-118.2921595
117036,34.1996228,-118.6269733
117150,38.7893899,-121.1699721
117168,41.2870445,-122.302662
117184,36.9528953,-120.0370985
117192,34.0926148,-117.2868968
117234,34.4504793,-118.624612
117242,39.3633985,-121.2453065
117416,34.0407286,-117.0709738
117424,33.8382425,-117.2055425
117457,37.6850739,-121.011661
117655,34.2211656,-118.5335916
117853,37.9554821,-121.269761
117879,38.8220904,-121.2853418
117903,34.0226695,-118.1562368
117937,33.9946611,-118.4189468
117952,33.9973141,-118.2926213
117978,33.9870662,-118.4190825
118042,39.8844439,-121.6665681
118059,34.3829456,-117.2772101
118083,32.9353407,-117.0955842
118323,33.1725889,-117.2201109
118349,36.6113969,-121.8982892
118422,38.7377974,-121.1979262
118455,32.7909751,-115.5713437
118513,37.641418,-120.77435
118646,34.0748988,-117.9275106
118687,32.938951,-117.2289
118752,37.9484902,-121.2827535
118760,33.9107897,-118.2703325
118810,37.738663,-120.906957
118927,37.4844624,-121.1283914
118943,33.9571948,-116.4914059
119024,37.3526502,-121.8389233
119032,37.7923207,-121.8812539
119099,35.2881174,-119.0662853
119107,34.3795813,-117.2883694
119214,39.090368,-120.95318
119222,37.7790796,-122.2876903
119230,34.4582012,-118.5684319
119313,34.6715333,-118.1694591
119321,33.9653691,-117.5423191
119339,36.7262817,-119.7555428
119362,39.119501,-121.5498005
119396,34.1827097,-118.9324399
119412,34.1966781,-119.2118273
119420,38.253644,-121.3204919
119552,33.9312266,-118.3321318
119560,33.207963,-117.3029373
119594,32.620317,-117.0483767
119628,36.7303275,-119.8079626
119669,35.7847209,-119.2122602
119685,34.058277,-118.2974177
119693,34.0602467,-118.2980575
119750,38.2260498,-122.5866951
119818,37.5912,-122.3857457
119925,33.7477912,-118.0179975
119982,34.045158,-118.2783835
120014,34.0271735,-118.2198319
120063,37.69559,-121.057337
120089,37.5268206,-120.8001418
120097,33.9665903,-118.229728
120105,39.1990709,-120.2397827
120121,38.391389,-122.8506164
120139,35.7673523,-119.2337839
120188,37.775641,-122.2117175
120204,33.584,-117.247829
120303,33.9580952,-118.3545391
120329,33.96535,-117.6234279
120386,37.7698703,-122.4443352
120469,38.6101754,-121.4078335
120477,33.978062,-118.2343
120485,32.6345256,-117.0879123
120493,32.7985845,-117.1235496
120600,34.2758118,-118.7979517
120642,37.3447583,-121.8521168
120717,37.9088355,-121.2322856
120725,37.9536699,-121.2861992
120980,38.4790772,-122.6677633
121038,38.4063392,-122.8229038
121046,37.7889161,-121.5519858
121053,33.7946293,-117.904179
121079,34.1900302,-118.4470222
121103,34.0582858,-118.2974124
121111,37.5435445,-122.2458207
121137,34.2118144,-118.6110996
121152,33.7375802,-117.7579691
121160,34.1712892,-117.4349591
121186,33.9331471,-118.3267892
121236,38.5493513,-122.8139849
121244,38.828049,-121.274376
121319,33.786569,-117.013012
121343,34.1363956,-117.239824
121418,38.7541439,-121.2659929
121475,39.7266103,-121.8149124
121483,37.3252762,-121.8508838
121509,39.5133023,-121.5531183
121517,37.9676931,-122.5355467
121533,36.7788275,-119.8116725
121541,37.9586337,-121.2842354
121558,37.6092576,-121.1154432
121566,38.912449,-120.827031
121608,38.8737824,-121.135623
121624,39.3251124,-120.2089885
121632,39.157725,-121.580403
121640,40.3867208,-122.2797706
121657,40.420981,-120.650982
121665,38.488186,-121.525587
121681,32.7626155,-117.1190528
121699,33.9618479,-118.2823579
121707,33.9737459,-118.2321267
121749,38.7981898,-121.7202139
121756,34.2121343,-118.8565399
121798,37.9673749,-121.3009174
121962,34.6880842,-118.1420017
122101,34.0397098,-118.3196823
122119,33.9905378,-118.2733684
122127,34.0140415,-118.2599012
122135,34.0197203,-118.2687969
122143,33.954806,-118.274214
122150,33.9734492,-118.2560885
122168,33.9684162,-118.1885875
122176,33.956135,-118.2471575
122184,34.2324268,-118.4568159
122192,34.2101455,-118.3937583
122200,34.2960339,-118.4212588
122218,34.1962104,-118.441867
122226,34.2034371,-118.5684012
122234,34.2395041,-118.4650979
122267,38.4485629,-121.8324192
122317,34.1016207,-117.2972721
122440,38.3208878,-122.7579604
122465,33.9991028,-117.9512408
122556,34.0954806,-118.3173209
122564,34.0392675,-118.295279
122580,38.1142168,-121.2868811
122614,33.9516781,-118.1892273
122622,33.9517318,-118.189444
122630,34.0560461,-118.2638085
122655,34.115759,-118.241104
122663,32.7931045,-115.5827534
122713,34.155289,-118.830945
122754,34.2349613,-118.4920386
122796,33.2787173,-116.9542888
122861,34.0764615,-118.2864732
122945,34.5318674,-117.2133284
122960,33.6386334,-117.3439286
123000,32.5480231,-117.04194
123059,32.6166429,-116.9532082
123117,37.7928842,-122.4335145
123125,38.7326364,-120.6772769
123158,34.0275576,-118.2196958
123166,34.1901344,-118.3971912
123174,34.6882816,-118.1372267
123281,37.3546551,-121.8702702
123299,37.3291011,-121.8559497
123422,38.2789296,-122.70568
123463,36.710363,-119.6719024
123505,37.7553543,-122.4087322
123596,36.7295413,-120.0435023
123646,36.2181078,-119.0950337
123653,36.2115611,-119.0722103
123661,36.2077751,-119.0821817
123711,37.8179353,-122.282225
123729,33.5357072,-117.6953149
123760,37.0145716,-121.5700859
123778,32.7466727,-117.1891503
123810,39.7584138,-121.842771
123851,34.0616972,-117.2262183
123869,36.7863095,-119.672098
123901,38.4809233,-121.4927387
123935,37.7120653,-121.8588167
123968,37.7849697,-122.2388126
123984,34.2038571,-118.3770963
124032,34.0435013,-117.0529446
124040,35.213598,-118.834733
124057,36.3124431,-119.3322037
124073,37.3232925,-121.0145158
124099,34.6993396,-118.0984465
124156,34.5933247,-118.1539719
124164,40.5709624,-124.1397897
124172,37.8474575,-122.2835982
124198,34.0424467,-118.2130029
124230,38.6133537,-122.8613715
124255,34.932529,-120.4232733
124263,40.8993808,-124.0836464
124289,40.7346497,-124.2072905
124297,36.6043255,-121.8991724
124321,32.6410254,-117.0953322
124578,38.005577,-122.573682
124586,37.0412457,-119.5268552
124602,36.5839584,-121.9073752
124743,33.6290171,-117.6585535
124768,37.7240686,-121.0783995
124784,33.9872056,-118.2746413
124792,33.9872056,-118.2746413
124800,33.9872056,-118.2746413
124818,34.0785674,-118.2114972
124826,34.0764615,-118.2864732
124875,38.5757113,-121.5409068
124909,39.5245207,-122.2071387
124917,33.2294433,-117.2502039
124958,37.9536034,-121.2829737
125005,34.0061013,-117.8845968
125013,39.1444582,-120.9775797
125096,34.1748939,-118.5157468
125211,36.2089697,-119.346888
125336,38.4221549,-122.735435
125385,33.6794242,-116.2069854
125542,36.2983561,-119.4208736
125559,34.6710836,-118.1260015
125567,37.778329,-122.189716
125658,39.4123707,-123.3476179
125690,34.6242241,-118.2226179
125708,36.3616655,-119.319338
125724,38.2537401,-122.6644769
125781,37.3540639,-121.8214085
125799,37.3133761,-121.8774298
125807,35.7571179,-120.6966689
125823,37.423761,-120.101321
125831,38.4413063,-122.6973542
125849,37.7454558,-121.1348138
125880,34.6022132,-117.6311675
125898,34.5419477,-117.3764582
125906,33.6667025,-117.2345416
125955,39.2155333,-121.0675103
126011,37.7998803,-121.0487111
126086,32.6426949,-117.0892504
126128,33.980599,-117.3348521
126177,34.069417,-118.275321
126193,34.0319426,-118.4426379
126219,39.2556172,-121.0237893
126227,39.24801,-121.016309
126375,34.001938,-118.2573723
126383,33.968629,-118.4243532
126391,33.9759772,-118.2090004
126409,33.9551204,-118.2219991
126417,34.0035489,-118.2886597
126425,33.9775289,-118.2902705
126433,33.9845948,-118.2517555
126441,34.2189773,-118.4529996
126581,33.7872642,-118.2617431
126599,34.3187172,-118.4499121
126607,34.2931644,-118.5816218
126649,37.4620099,-122.1310476
126656,37.7725519,-122.2714299
126664,38.9083491,-121.0635745
126706,34.1416583,-117.2584655
126714,34.1210627,-117.3268342
126730,32.8196531,-117.1675397
126755,38.0104221,-121.3166846
126904,38.9066463,-121.0826014
126920,36.9752283,-121.953293
126938,33.1398235,-117.156634
127084,34.1556951,-118.8308908
127118,32.8349256,-116.7554086
127134,37.7994289,-121.3182161
127142,33.9322199,-116.9825649
127191,34.2758118,-118.7979517
127282,37.4783218,-122.2056514
127332,34.1204066,-117.3166852
127340,34.1385672,-117.2977266
127357,34.1713665,-117.3161392
127431,32.622955,-116.9579423
127456,36.6821096,-121.5954578
127464,37.9484073,-121.6876128
127514,36.7379901,-119.7959579
127555,38.2556871,-122.6270068
127597,37.0486447,-120.8348791
127605,33.1339839,-117.2017877
127613,37.5854399,-120.9424494
127621,36.2006676,-119.3046173
127639,38.8062538,-121.3575651
127670,34.0402535,-118.1614097
127688,36.8476815,-121.4114426
127696,37.6769063,-122.0724552
127712,35.767213,-119.269607
127761,33.7230612,-117.1599804
127837,34.0601463,-117.1923437
127886,34.0438645,-118.3248872
127928,38.8039026,-121.2986702
127969,37.2355967,-121.8473048
127977,34.078001,-118.215701
128025,34.2071247,-118.4575595
128074,38.4259116,-122.7458336
128108,37.2882568,-121.8224278
128124,38.5818091,-121.3913726
128132,34.0255353,-118.2027271
128223,33.1895601,-117.2785172
128280,39.162145,-123.227865
128306,33.876917,-118.119445
128330,38.3252619,-122.6921272
128371,34.1788138,-118.3835271
128413,37.7614224,-122.1704807
128421,33.5116387,-117.1575531
128439,33.5116387,-117.1575531
128462,34.5086146,-117.3307178
128504,34.857122,-119.2108306
128561,38.8157691,-121.254427
128694,35.366005,-119.0135836
128710,34.0742491,-118.2881798
128728,33.9190815,-118.3743695
128850,34.0322921,-118.3139118
128918,34.1885406,-117.4172079
128926,34.0999968,-117.2812734
128975,36.8517806,-121.4048562
129007,34.2758118,-118.7979517
129049,32.96571,-117.1919239
129056,33.0179622,-117.1225705
129064,37.9751831,-121.726115
129080,38.7380954,-121.3336858
129106,37.5678266,-120.9578235
129130,35.346363,-118.9338893
129148,37.921165,-122.4993417
129155,33.6855972,-117.7585853
129163,36.766985,-120.381996
129171,35.3916356,-118.8950587
129197,34.6852041,-118.0627692
129239,36.6385752,-121.8105745
129288,32.8924338,-116.9477964
129296,33.6937783,-117.7115947
129312,37.782741,-121.550722
129346,37.974753,-120.3216779
129387,32.7932248,-117.1733514
129395,32.7867293,-117.144497
129411,34.1669011,-118.1590948
129460,34.0035086,-118.2955133
129494,38.3523835,-121.9903477
129528,37.9232015,-122.3288327
129544,36.8663757,-120.0090068
129577,39.4977148,-121.5704159
129601,37.7453223,-121.13488
129619,34.306677,-118.438697
129643,37.9110251,-122.3549691
129650,34.0485279,-118.2759155
129676,38.6164296,-121.2930789
129742,34.4729035,-118.1966874
129817,39.75958,-121.8478992
129825,33.9891744,-118.1903108
129833,34.0418021,-118.3250445
129858,34.0610213,-118.2952325
129866,34.203974,-118.6034175
129874,33.9716663,-118.2992722
129882,33.9346512,-116.9688797
129890,37.6680914,-121.3242688
129916,37.9842116,-121.3378053
129940,37.2945648,-121.9794496
129957,40.4553118,-122.2909691
129965,38.626076,-121.0605195
129973,34.5832405,-118.0952682
130534,37.5378533,-121.9910309
130633,37.7361054,-122.1957187
130690,36.7700536,-119.8525887
130732,37.7739556,-122.1825204
130765,33.7442923,-117.9081809
130880,34.1556951,-118.8308908
130930,37.8778999,-121.639087
130948,34.7408124,-117.329357
130955,34.0690359,-117.548993
131052,37.9988149,-122.3230582
131110,37.357617,-121.8424061
131136,38.5335723,-121.4183855
131169,32.7851346,-116.9704609
131227,34.1398662,-117.9095443
131250,39.318855,-121.104678
131268,33.0266845,-116.8783148
131292,33.9616801,-118.3531311
131417,33.8503078,-117.9232325
131433,33.1089355,-117.1785028
131466,34.2313706,-118.3662244
131516,38.4269918,-121.4478493
131565,32.7321752,-117.2172369
131607,33.9373043,-117.5984894
131615,37.719168,-121.8434191
131623,34.9251972,-120.4515776
131664,37.3272366,-120.4837186
131706,38.5922418,-121.5371867
131714,37.8632801,-122.0714058
131722,34.2313706,-118.3662244
131748,37.1494796,-121.6525962
131763,37.5594516,-121.9624787
131771,33.9535989,-118.256092
131789,37.796683,-121.319098
131797,34.0376095,-118.2018109
131805,37.7767438,-122.2852408
131888,34.5087942,-114.4081986
131896,37.7867279,-122.1879941
131920,33.3800576,-117.2550493
131987,34.492844,-118.195983
132050,38.009208,-121.3020179
132068,37.478913,-122.206062
132076,37.459974,-122.237652
132118,37.9814931,-122.3237165
132159,37.7183586,-122.3894939
